customer_num,most_common_order_type,average_days_between_orders,median_days_between_orders,max_gap_between_orders,first_order_date,last_order_date,num_orders,num_of_unique_items,company_lifetime_in_days,orders_per_week,Churned
63336,Régulière,183 days 12:00:00.000000000,183 days 12:00:00.000000000,211 days 00:00:00.000000000,2017-04-03,2018-04-05,3,3,367 days 00:00:00.000000000,0.05722070844686648,1
63470,PO requis,86 days 00:00:00.000000000,92 days 00:00:00.000000000,140 days 00:00:00.000000000,2017-06-14,2018-05-24,4,2,344 days 00:00:00.000000000,0.08139534883720931,1
63522,PO requis,98 days 08:00:00.000000000,116 days 00:00:00.000000000,178 days 00:00:00.000000000,2017-05-07,2018-02-26,4,1,295 days 00:00:00.000000000,0.09491525423728814,1
63644,PO requis,142 days 00:00:00.000000000,142 days 00:00:00.000000000,257 days 00:00:00.000000000,2017-09-08,2018-06-19,3,5,284 days 00:00:00.000000000,0.07394366197183098,1
63789,PO requis,19 days 10:26:05.217391304,16 days 00:00:00.000000000,49 days 00:00:00.000000000,2017-04-25,2018-07-16,24,22,447 days 00:00:00.000000000,0.37583892617449666,0
63802,PO requis,168 days 12:00:00.000000000,168 days 12:00:00.000000000,286 days 00:00:00.000000000,2017-08-22,2018-07-25,2,1,337 days 00:00:00.000000000,0.04154302670623146,1
64103,PO requis,151 days 16:00:00.000000000,78 days 00:00:00.000000000,307 days 00:00:00.000000000,2017-04-17,2018-07-16,4,2,455 days 00:00:00.000000000,0.06153846153846154,1
64115,Commande Interne,1 days 16:46:59.580419580,1 days 00:00:00.000000000,8 days 00:00:00.000000000,2017-04-02,2018-08-01,644,1621,486 days 00:00:00.000000000,9.275720164609053,0
64116,Commande Interne,3 days 05:52:50.860927152,2 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-03,2018-08-06,864,5024,490 days 00:00:00.000000000,12.342857142857143,0
64117,Commande Interne,2 days 10:05:56.435643564,2 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-04,2018-08-06,927,5977,489 days 00:00:00.000000000,13.269938650306749,0
64118,PO requis,331 days 00:00:00.000000000,331 days 00:00:00.000000000,331 days 00:00:00.000000000,2017-05-16,2018-04-12,2,1,331 days 00:00:00.000000000,0.04229607250755287,1
64119,Commande Interne,1 days 13:22:32.866242038,1 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-04,2018-08-06,1074,5178,489 days 00:00:00.000000000,15.374233128834357,0
64120,Commande Interne,1 days 18:18:07.769784172,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-06,1180,4798,490 days 00:00:00.000000000,16.857142857142858,0
65722,PO requis,115 days 12:00:00.000000000,115 days 12:00:00.000000000,213 days 00:00:00.000000000,2017-04-20,2017-12-07,2,4,231 days 00:00:00.000000000,0.06060606060606061,1
67150,PO requis,24 days 00:00:00.000000000,22 days 12:00:00.000000000,42 days 00:00:00.000000000,2017-04-05,2018-07-29,22,30,480 days 00:00:00.000000000,0.3208333333333333,0
67572,Régulière,89 days 00:00:00.000000000,96 days 00:00:00.000000000,128 days 00:00:00.000000000,2017-09-05,2018-05-30,3,9,267 days 00:00:00.000000000,0.07865168539325842,1
75005,Régulière,243 days 00:00:00.000000000,243 days 00:00:00.000000000,243 days 00:00:00.000000000,2017-04-05,2017-12-04,2,2,243 days 00:00:00.000000000,0.05761316872427984,1
75006,Régulière,25 days 04:14:07.058823529,23 days 00:00:00.000000000,68 days 00:00:00.000000000,2017-05-24,2018-07-26,20,74,428 days 00:00:00.000000000,0.32710280373831774,0
75008,Régulière,8 days 13:42:51.428571428,7 days 12:00:00.000000000,22 days 00:00:00.000000000,2017-04-05,2018-07-29,72,225,480 days 00:00:00.000000000,1.05,0
75014,Régulière,2 days 01:25:47.234042553,2 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-05,2018-08-02,672,1093,484 days 00:00:00.000000000,9.71900826446281,0
75039,Régulière,40 days 00:00:00.000000000,24 days 00:00:00.000000000,119 days 00:00:00.000000000,2017-04-21,2018-07-05,13,57,440 days 00:00:00.000000000,0.20681818181818182,1
75047,Régulière,2 days 07:41:37.607655502,2 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-01,444,1006,485 days 00:00:00.000000000,6.408247422680412,0
75052,PO requis,183 days 00:00:00.000000000,183 days 00:00:00.000000000,183 days 00:00:00.000000000,2017-08-23,2018-02-22,2,2,183 days 00:00:00.000000000,0.07650273224043716,1
75068,Régulière,12 days 05:32:18.461538461,12 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-09,2018-07-30,43,124,477 days 00:00:00.000000000,0.6310272536687631,0
75070,Narcotique,40 days 02:10:54.545454545,42 days 00:00:00.000000000,84 days 00:00:00.000000000,2017-04-19,2018-07-04,12,11,441 days 00:00:00.000000000,0.19047619047619047,0
75072,Régulière,2 days 08:04:36.923076923,2 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-03,2018-08-02,212,682,486 days 00:00:00.000000000,3.0534979423868314,0
75083,Narcotique,9 days 03:07:49.565217391,6 days 00:00:00.000000000,60 days 00:00:00.000000000,2017-04-11,2017-11-07,25,26,210 days 00:00:00.000000000,0.8333333333333333,0
75097,Régulière,246 days 00:00:00.000000000,246 days 00:00:00.000000000,246 days 00:00:00.000000000,2017-09-11,2018-05-15,2,1,246 days 00:00:00.000000000,0.05691056910569106,1
75100,Narcotique,13 days 12:42:21.176470588,11 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-13,2018-07-17,28,28,460 days 00:00:00.000000000,0.42608695652173917,0
75108,Narcotique,16 days 14:13:20.000000000,12 days 00:00:00.000000000,47 days 00:00:00.000000000,2017-04-04,2018-06-26,25,47,448 days 00:00:00.000000000,0.390625,0
75113,Régulière,1 days 14:18:22.280130293,1 days 00:00:00.000000000,4 days 00:00:00.000000000,2017-04-02,2018-08-05,415,1220,490 days 00:00:00.000000000,5.928571428571429,0
75118,Régulière,144 days 00:00:00.000000000,144 days 00:00:00.000000000,240 days 00:00:00.000000000,2017-07-24,2018-05-08,3,3,288 days 00:00:00.000000000,0.07291666666666666,1
75123,Régulière,89 days 12:00:00.000000000,89 days 12:00:00.000000000,92 days 00:00:00.000000000,2017-06-27,2018-06-20,5,2,358 days 00:00:00.000000000,0.09776536312849161,1
75124,PO requis,105 days 06:00:00.000000000,90 days 00:00:00.000000000,238 days 00:00:00.000000000,2017-05-24,2018-07-19,2,8,421 days 00:00:00.000000000,0.0332541567695962,1
75127,Régulière,50 days 02:40:00.000000000,50 days 00:00:00.000000000,76 days 00:00:00.000000000,2017-04-27,2018-07-22,10,11,451 days 00:00:00.000000000,0.15521064301552107,0
75133,Régulière,1 days 16:14:50.721649484,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-04,2018-08-05,850,918,488 days 00:00:00.000000000,12.192622950819672,0
75141,Régulière,1 days 14:46:09.230769230,1 days 00:00:00.000000000,4 days 00:00:00.000000000,2017-04-03,2017-08-28,160,306,147 days 00:00:00.000000000,7.6190476190476195,0
75143,Régulière,49 days 12:00:00.000000000,47 days 12:00:00.000000000,87 days 00:00:00.000000000,2017-04-10,2017-10-25,5,12,198 days 00:00:00.000000000,0.17676767676767677,1
75145,Régulière,3 days 11:34:06.043165467,3 days 00:00:00.000000000,16 days 00:00:00.000000000,2017-04-04,2018-08-01,160,214,484 days 00:00:00.000000000,2.31404958677686,0
75156,Régulière,1 days 12:04:25.030674846,1 days 00:00:00.000000000,10 days 00:00:00.000000000,2017-04-02,2018-08-05,468,908,490 days 00:00:00.000000000,6.685714285714286,0
75157,Régulière,1 days 18:36:31.304347826,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-06,579,928,490 days 00:00:00.000000000,8.27142857142857,0
75165,Narcotique,135 days 00:00:00.000000000,135 days 00:00:00.000000000,179 days 00:00:00.000000000,2017-09-08,2018-06-05,3,3,270 days 00:00:00.000000000,0.07777777777777778,1
75169,Narcotique,129 days 16:00:00.000000000,84 days 00:00:00.000000000,238 days 00:00:00.000000000,2017-04-07,2018-05-01,4,3,389 days 00:00:00.000000000,0.07197943444730076,1
75171,Régulière,3 days 07:33:41.917808219,3 days 00:00:00.000000000,8 days 00:00:00.000000000,2017-04-04,2018-08-01,202,391,484 days 00:00:00.000000000,2.9214876033057853,0
75172,Régulière,1 days 12:04:25.030674846,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-06,473,1220,490 days 00:00:00.000000000,6.757142857142857,0
75174,Régulière,89 days 12:00:00.000000000,88 days 12:00:00.000000000,94 days 00:00:00.000000000,2017-06-27,2018-06-20,5,2,358 days 00:00:00.000000000,0.09776536312849161,1
75177,Narcotique,36 days 03:41:32.307692307,39 days 00:00:00.000000000,66 days 00:00:00.000000000,2017-04-13,2018-07-27,13,11,470 days 00:00:00.000000000,0.19361702127659575,0
75180,Narcotique,24 days 01:15:47.368421052,20 days 00:00:00.000000000,75 days 00:00:00.000000000,2017-04-11,2018-07-12,18,23,457 days 00:00:00.000000000,0.27571115973741794,0
75200,Régulière,7 days 08:43:38.181818181,6 days 00:00:00.000000000,27 days 00:00:00.000000000,2017-04-03,2018-08-02,99,265,486 days 00:00:00.000000000,1.4259259259259258,0
75202,Régulière,2 days 09:57:36.000000000,2 days 00:00:00.000000000,9 days 00:00:00.000000000,2017-04-03,2018-07-30,239,214,483 days 00:00:00.000000000,3.4637681159420293,0
75209,Régulière,1 days 23:08:06.486486486,1 days 00:00:00.000000000,13 days 00:00:00.000000000,2017-04-04,2018-06-14,344,990,436 days 00:00:00.000000000,5.522935779816514,0
75215,Régulière,54 days 09:00:00.000000000,57 days 12:00:00.000000000,87 days 00:00:00.000000000,2017-05-09,2018-07-18,10,18,435 days 00:00:00.000000000,0.16091954022988506,1
75218,Régulière,17 days 08:18:27.692307692,10 days 12:00:00.000000000,106 days 00:00:00.000000000,2017-04-03,2018-06-28,27,74,451 days 00:00:00.000000000,0.4190687361419069,1
75220,Régulière,33 days 01:42:51.428571428,29 days 00:00:00.000000000,98 days 00:00:00.000000000,2017-04-11,2018-07-18,19,36,463 days 00:00:00.000000000,0.2872570194384449,1
75222,Régulière,69 days 20:00:00.000000000,71 days 12:00:00.000000000,99 days 00:00:00.000000000,2017-05-23,2018-07-16,8,8,419 days 00:00:00.000000000,0.13365155131264916,1
75236,Régulière,2 days 02:30:15.652173913,2 days 00:00:00.000000000,10 days 00:00:00.000000000,2017-04-03,2018-07-31,318,1081,484 days 00:00:00.000000000,4.599173553719009,0
75254,Narcotique,31 days 20:18:27.692307692,41 days 00:00:00.000000000,63 days 00:00:00.000000000,2017-04-19,2018-06-07,13,23,414 days 00:00:00.000000000,0.21980676328502416,0
75256,Narcotique,37 days 08:00:00.000000000,22 days 00:00:00.000000000,68 days 00:00:00.000000000,2017-04-04,2017-07-25,4,8,112 days 00:00:00.000000000,0.25,0
75257,Narcotique,25 days 11:22:06.315789473,23 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-04,2018-08-01,19,16,484 days 00:00:00.000000000,0.2747933884297521,0
75258,Régulière,2 days 11:52:30.000000000,2 days 00:00:00.000000000,14 days 00:00:00.000000000,2017-04-04,2018-07-27,338,1012,479 days 00:00:00.000000000,4.93945720250522,0
75263,Export,35 days 07:23:04.615384615,28 days 00:00:00.000000000,91 days 00:00:00.000000000,2017-04-06,2018-07-09,14,112,459 days 00:00:00.000000000,0.21350762527233116,1
75265,Narcotique,21 days 17:08:34.285714285,20 days 00:00:00.000000000,68 days 00:00:00.000000000,2017-05-01,2018-07-31,23,11,456 days 00:00:00.000000000,0.3530701754385965,0
75273,Régulière,2 days 23:33:29.815950920,3 days 00:00:00.000000000,8 days 00:00:00.000000000,2017-04-03,2018-08-02,191,393,486 days 00:00:00.000000000,2.751028806584362,0
75277,Régulière,28 days 00:00:00.000000000,28 days 00:00:00.000000000,28 days 00:00:00.000000000,2018-07-03,2018-07-31,2,2,28 days 00:00:00.000000000,0.5,0
75282,Régulière,1 days 12:45:34.177215189,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-07-31,485,764,484 days 00:00:00.000000000,7.0144628099173545,0
75284,Régulière,10 days 05:06:22.978723404,7 days 00:00:00.000000000,48 days 00:00:00.000000000,2017-04-03,2018-07-27,51,57,480 days 00:00:00.000000000,0.74375,0
75294,Régulière,10 days 08:10:54.545454545,8 days 00:00:00.000000000,37 days 00:00:00.000000000,2017-04-12,2018-07-11,47,175,455 days 00:00:00.000000000,0.7230769230769231,0
75296,Régulière,1 days 14:36:18.947368421,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-05,521,1002,489 days 00:00:00.000000000,7.458077709611452,0
75297,Régulière,2 days 05:06:40.000000000,1 days 00:00:00.000000000,21 days 00:00:00.000000000,2017-04-03,2018-07-25,328,488,478 days 00:00:00.000000000,4.803347280334728,0
75302,Narcotique,26 days 04:00:00.000000000,19 days 00:00:00.000000000,62 days 00:00:00.000000000,2017-04-04,2018-07-19,20,18,471 days 00:00:00.000000000,0.29723991507430997,0
75306,Régulière,40 days 08:00:00.000000000,6 days 00:00:00.000000000,114 days 00:00:00.000000000,2017-04-17,2017-08-16,3,16,121 days 00:00:00.000000000,0.17355371900826447,1
75309,Régulière,13 days 13:09:40.645161290,12 days 00:00:00.000000000,56 days 00:00:00.000000000,2017-04-18,2018-06-12,32,28,420 days 00:00:00.000000000,0.5333333333333334,0
75317,Régulière,55 days 06:00:00.000000000,56 days 00:00:00.000000000,102 days 00:00:00.000000000,2017-04-27,2017-12-04,5,4,221 days 00:00:00.000000000,0.1583710407239819,1
75337,Régulière,1 days 12:36:13.584905660,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-02,2018-07-31,462,848,485 days 00:00:00.000000000,6.6680412371134015,0
75348,Régulière,3 days 14:02:40.000000000,3 days 00:00:00.000000000,16 days 00:00:00.000000000,2017-04-03,2018-07-31,197,287,484 days 00:00:00.000000000,2.849173553719008,0
75356,Régulière,18 days 12:00:00.000000000,14 days 00:00:00.000000000,97 days 00:00:00.000000000,2017-04-25,2018-06-06,22,83,407 days 00:00:00.000000000,0.3783783783783784,1
75397,Régulière,2 days 05:18:31.520737327,1 days 00:00:00.000000000,8 days 00:00:00.000000000,2017-04-03,2018-07-29,327,336,482 days 00:00:00.000000000,4.74896265560166,0
75399,Régulière,1 days 23:30:36.734693877,1 days 00:00:00.000000000,11 days 00:00:00.000000000,2017-04-03,2018-08-01,414,434,485 days 00:00:00.000000000,5.975257731958763,0
75415,Régulière,5 days 00:00:00.000000000,6 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-04,2018-08-02,91,589,485 days 00:00:00.000000000,1.31340206185567,0
75416,Régulière,79 days 16:00:00.000000000,14 days 00:00:00.000000000,211 days 00:00:00.000000000,2017-04-18,2017-12-13,4,5,239 days 00:00:00.000000000,0.11715481171548116,1
75418,Régulière,27 days 09:52:56.470588235,28 days 00:00:00.000000000,53 days 00:00:00.000000000,2017-04-09,2018-07-19,18,36,466 days 00:00:00.000000000,0.2703862660944206,0
75419,Régulière,234 days 00:00:00.000000000,234 days 00:00:00.000000000,258 days 00:00:00.000000000,2017-04-17,2018-07-29,3,3,468 days 00:00:00.000000000,0.04487179487179487,1
75422,Régulière,13 days 06:21:10.588235294,4 days 00:00:00.000000000,86 days 00:00:00.000000000,2017-04-03,2018-06-28,48,97,451 days 00:00:00.000000000,0.7450110864745011,1
75425,Régulière,75 days 16:00:00.000000000,65 days 00:00:00.000000000,175 days 00:00:00.000000000,2017-05-03,2018-07-31,8,17,454 days 00:00:00.000000000,0.12334801762114539,1
75431,Régulière,92 days 14:24:00.000000000,88 days 00:00:00.000000000,236 days 00:00:00.000000000,2017-04-12,2018-07-19,6,12,463 days 00:00:00.000000000,0.09071274298056156,1
75450,Régulière,27 days 13:42:51.428571428,10 days 00:00:00.000000000,121 days 00:00:00.000000000,2017-04-18,2018-05-09,17,33,386 days 00:00:00.000000000,0.3082901554404145,1
75460,Régulière,41 days 09:36:00.000000000,36 days 12:00:00.000000000,71 days 00:00:00.000000000,2017-05-30,2018-07-18,11,30,414 days 00:00:00.000000000,0.1859903381642512,0
75461,Régulière,87 days 00:00:00.000000000,4 days 00:00:00.000000000,255 days 00:00:00.000000000,2017-04-04,2017-12-21,4,13,261 days 00:00:00.000000000,0.10727969348659003,1
75462,Narcotique,35 days 11:04:36.923076923,34 days 00:00:00.000000000,77 days 00:00:00.000000000,2017-04-18,2018-07-23,14,20,461 days 00:00:00.000000000,0.21258134490238612,0
75485,Narcotique,48 days 08:00:00.000000000,49 days 00:00:00.000000000,80 days 00:00:00.000000000,2017-05-02,2018-07-11,9,13,435 days 00:00:00.000000000,0.14482758620689656,0
75486,Régulière,17 days 01:46:40.000000000,16 days 00:00:00.000000000,35 days 00:00:00.000000000,2017-04-17,2018-07-22,28,48,461 days 00:00:00.000000000,0.42516268980477223,0
75487,Régulière,89 days 12:00:00.000000000,96 days 12:00:00.000000000,124 days 00:00:00.000000000,2017-06-26,2018-06-19,5,7,358 days 00:00:00.000000000,0.09776536312849161,1
75491,Régulière,66 days 16:00:00.000000000,37 days 00:00:00.000000000,161 days 00:00:00.000000000,2017-12-17,2018-07-05,3,14,200 days 00:00:00.000000000,0.105,1
75497,Régulière,1 days 13:23:36.774193548,1 days 00:00:00.000000000,12 days 00:00:00.000000000,2017-04-04,2018-07-31,437,779,483 days 00:00:00.000000000,6.333333333333333,0
75498,Régulière,1 days 17:12:55.971731448,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-01,507,1527,486 days 00:00:00.000000000,7.302469135802469,0
75499,Régulière,21 days 01:05:27.272727272,5 days 00:00:00.000000000,85 days 00:00:00.000000000,2017-04-03,2018-07-10,35,51,463 days 00:00:00.000000000,0.5291576673866091,1
75505,Régulière,14 days 08:30:58.064516129,8 days 00:00:00.000000000,66 days 00:00:00.000000000,2017-05-07,2018-07-26,37,107,445 days 00:00:00.000000000,0.5820224719101124,0
75508,Régulière,149 days 00:00:00.000000000,148 days 00:00:00.000000000,201 days 00:00:00.000000000,2017-04-12,2018-07-03,4,4,447 days 00:00:00.000000000,0.06263982102908278,1
75510,Régulière,2 days 17:15:30.337078651,2 days 00:00:00.000000000,12 days 00:00:00.000000000,2017-04-04,2018-08-01,261,563,484 days 00:00:00.000000000,3.774793388429752,0
75512,Régulière,95 days 16:00:00.000000000,56 days 00:00:00.000000000,216 days 00:00:00.000000000,2017-10-04,2018-07-18,4,5,287 days 00:00:00.000000000,0.0975609756097561,1
75515,Régulière,135 days 16:00:00.000000000,133 days 00:00:00.000000000,162 days 00:00:00.000000000,2017-06-11,2018-07-23,6,4,407 days 00:00:00.000000000,0.1031941031941032,1
75516,Narcotique,7 days 10:40:00.000000000,7 days 00:00:00.000000000,19 days 00:00:00.000000000,2017-04-12,2018-07-25,64,25,469 days 00:00:00.000000000,0.9552238805970149,0
75518,Régulière,40 days 10:54:32.727272727,32 days 00:00:00.000000000,105 days 00:00:00.000000000,2017-05-03,2018-07-22,11,18,445 days 00:00:00.000000000,0.17303370786516853,1
75521,Régulière,2 days 00:00:00.000000000,1 days 00:00:00.000000000,8 days 00:00:00.000000000,2017-04-03,2017-05-11,25,254,38 days 00:00:00.000000000,4.605263157894737,0
75529,Régulière,5 days 12:57:55.862068965,6 days 00:00:00.000000000,18 days 00:00:00.000000000,2017-04-05,2018-07-31,138,156,482 days 00:00:00.000000000,2.004149377593361,0
75532,Narcotique,176 days 12:00:00.000000000,176 days 12:00:00.000000000,195 days 00:00:00.000000000,2017-04-25,2018-04-13,3,5,353 days 00:00:00.000000000,0.0594900849858357,1
75535,Régulière,20 days 07:12:00.000000000,7 days 00:00:00.000000000,193 days 00:00:00.000000000,2017-04-11,2018-05-22,22,56,406 days 00:00:00.000000000,0.37931034482758624,1
75540,Régulière,84 days 12:00:00.000000000,85 days 00:00:00.000000000,126 days 00:00:00.000000000,2017-06-04,2018-05-08,5,11,338 days 00:00:00.000000000,0.10355029585798817,1
75567,Régulière,2 days 06:40:00.000000000,2 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-02,2018-08-07,273,934,492 days 00:00:00.000000000,3.884146341463415,0
75569,Narcotique,7 days 05:49:05.454545454,6 days 00:00:00.000000000,22 days 00:00:00.000000000,2017-04-03,2018-07-25,72,47,478 days 00:00:00.000000000,1.0543933054393306,0
75570,Régulière,1 days 23:13:21.619433198,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-04,2018-08-03,273,1138,486 days 00:00:00.000000000,3.932098765432099,0
75572,Régulière,13 days 19:30:00.000000000,13 days 00:00:00.000000000,54 days 00:00:00.000000000,2017-04-05,2018-06-21,31,57,442 days 00:00:00.000000000,0.4909502262443439,0
75578,Régulière,30 days 12:48:00.000000000,9 days 00:00:00.000000000,162 days 00:00:00.000000000,2017-04-03,2018-07-05,15,31,458 days 00:00:00.000000000,0.2292576419213974,1
75581,Régulière,6 days 18:49:50.769230769,4 days 00:00:00.000000000,36 days 00:00:00.000000000,2017-04-06,2018-06-21,69,76,441 days 00:00:00.000000000,1.0952380952380953,0
75589,Régulière,96 days 12:00:00.000000000,65 days 00:00:00.000000000,249 days 00:00:00.000000000,2017-04-30,2018-05-21,5,9,386 days 00:00:00.000000000,0.09067357512953367,1
75591,Narcotique,29 days 12:00:00.000000000,28 days 12:00:00.000000000,75 days 00:00:00.000000000,2017-04-04,2018-07-20,17,8,472 days 00:00:00.000000000,0.2521186440677966,0
75593,Régulière,1 days 16:00:00.000000000,1 days 00:00:00.000000000,16 days 00:00:00.000000000,2017-04-03,2018-08-06,435,851,490 days 00:00:00.000000000,6.214285714285714,0
75598,Régulière,3 days 04:55:37.748344370,3 days 00:00:00.000000000,13 days 00:00:00.000000000,2017-04-02,2018-07-30,201,271,484 days 00:00:00.000000000,2.90702479338843,0
75600,Régulière,24 days 18:00:00.000000000,19 days 12:00:00.000000000,71 days 00:00:00.000000000,2017-05-28,2018-06-28,23,15,396 days 00:00:00.000000000,0.4065656565656566,0
75606,Régulière,18 days 01:55:12.000000000,15 days 00:00:00.000000000,51 days 00:00:00.000000000,2017-04-23,2018-07-19,36,58,452 days 00:00:00.000000000,0.5575221238938053,0
75611,PO requis,16 days 11:08:34.285714285,9 days 12:00:00.000000000,57 days 00:00:00.000000000,2017-04-07,2018-07-12,30,35,461 days 00:00:00.000000000,0.4555314533622559,0
75620,Régulière,3 days 11:44:14.014598540,3 days 00:00:00.000000000,11 days 00:00:00.000000000,2017-04-09,2018-07-31,247,619,478 days 00:00:00.000000000,3.6171548117154817,0
75634,Régulière,27 days 21:10:35.294117647,20 days 00:00:00.000000000,105 days 00:00:00.000000000,2017-04-05,2018-07-23,19,50,474 days 00:00:00.000000000,0.2805907172995781,1
75637,Régulière,141 days 00:00:00.000000000,141 days 00:00:00.000000000,147 days 00:00:00.000000000,2017-09-25,2018-07-04,3,2,282 days 00:00:00.000000000,0.07446808510638298,1
75640,Régulière,1 days 13:04:36.923076923,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-07-29,960,1508,482 days 00:00:00.000000000,13.941908713692946,0
75642,Régulière,61 days 03:25:42.857142857,64 days 00:00:00.000000000,78 days 00:00:00.000000000,2017-05-09,2018-07-11,8,21,428 days 00:00:00.000000000,0.1308411214953271,0
75649,Régulière,90 days 00:00:00.000000000,90 days 00:00:00.000000000,90 days 00:00:00.000000000,2018-02-03,2018-05-04,3,2,90 days 00:00:00.000000000,0.23333333333333334,1
75651,Régulière,6 days 02:09:13.846153846,6 days 00:00:00.000000000,21 days 00:00:00.000000000,2017-04-07,2018-07-26,92,200,475 days 00:00:00.000000000,1.3557894736842107,0
75652,Régulière,4 days 01:48:54.453781512,2 days 00:00:00.000000000,40 days 00:00:00.000000000,2017-04-03,2018-08-01,150,647,485 days 00:00:00.000000000,2.1649484536082477,0
75657,Régulière,59 days 00:00:00.000000000,59 days 00:00:00.000000000,59 days 00:00:00.000000000,2017-05-08,2017-07-06,2,8,59 days 00:00:00.000000000,0.23728813559322035,0
75658,Régulière,1 days 17:30:32.028469750,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-02,2018-08-01,480,1144,486 days 00:00:00.000000000,6.91358024691358,0
75659,Régulière,1 days 14:37:21.059602649,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-08-02,485,1087,486 days 00:00:00.000000000,6.98559670781893,0
75660,Régulière,3 days 16:48:00.000000000,3 days 00:00:00.000000000,17 days 00:00:00.000000000,2017-04-05,2018-07-30,158,434,481 days 00:00:00.000000000,2.2993762993762994,0
75661,Régulière,11 days 21:32:18.461538461,8 days 00:00:00.000000000,70 days 00:00:00.000000000,2017-04-11,2018-07-19,43,159,464 days 00:00:00.000000000,0.6487068965517242,0
75662,Régulière,4 days 08:25:56.756756756,6 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-05,2018-08-01,147,685,483 days 00:00:00.000000000,2.130434782608696,0
75667,Narcotique,111 days 08:00:00.000000000,19 days 00:00:00.000000000,301 days 00:00:00.000000000,2017-06-22,2018-05-22,5,4,334 days 00:00:00.000000000,0.10479041916167664,1
75669,Régulière,35 days 20:34:17.142857143,38 days 00:00:00.000000000,89 days 00:00:00.000000000,2017-08-10,2018-04-18,11,16,251 days 00:00:00.000000000,0.30677290836653387,1
75681,Régulière,7 days 17:54:17.142857142,7 days 00:00:00.000000000,19 days 00:00:00.000000000,2017-04-05,2018-08-06,112,190,488 days 00:00:00.000000000,1.6065573770491803,0
75692,Narcotique,29 days 05:08:34.285714285,28 days 12:00:00.000000000,64 days 00:00:00.000000000,2017-05-08,2018-06-21,15,7,409 days 00:00:00.000000000,0.2567237163814181,0
75697,Régulière,1 days 17:15:47.368421052,1 days 00:00:00.000000000,7 days 00:00:00.000000000,2017-04-03,2018-08-06,358,597,490 days 00:00:00.000000000,5.114285714285714,0
75700,Drop Ship,96 days 00:00:00.000000000,89 days 12:00:00.000000000,183 days 00:00:00.000000000,2017-04-26,2018-05-15,7,6,384 days 00:00:00.000000000,0.12760416666666669,1
75702,Régulière,48 days 13:20:00.000000000,57 days 00:00:00.000000000,68 days 00:00:00.000000000,2017-05-08,2018-07-19,10,49,437 days 00:00:00.000000000,0.16018306636155605,0
75718,Régulière,73 days 12:00:00.000000000,73 days 12:00:00.000000000,90 days 00:00:00.000000000,2017-07-04,2017-11-28,3,3,147 days 00:00:00.000000000,0.14285714285714285,1
75720,Régulière,87 days 14:24:00.000000000,92 days 00:00:00.000000000,118 days 00:00:00.000000000,2017-04-26,2018-07-08,7,26,438 days 00:00:00.000000000,0.11187214611872145,1
75721,Régulière,1 days 09:22:45.517241379,1 days 00:00:00.000000000,6 days 00:00:00.000000000,2017-04-03,2018-07-31,556,157,484 days 00:00:00.000000000,8.041322314049587,0
75722,Régulière,1 days 08:24:00.000000000,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-02,2018-08-01,610,1091,486 days 00:00:00.000000000,8.786008230452675,0
75732,PO requis,45 days 08:00:00.000000000,34 days 00:00:00.000000000,126 days 00:00:00.000000000,2017-04-24,2018-06-06,10,23,408 days 00:00:00.000000000,0.1715686274509804,1
75736,Régulière,1 days 12:54:41.012658227,1 days 00:00:00.000000000,5 days 00:00:00.000000000,2017-04-03,2018-08-02,448,1183,486 days 00:00:00.000000000,6.4526748971193415,0
75746,Régulière,121 days 00:00:00.000000000,155 days 00:00:00.000000000,203 days 00:00:00.000000000,2017-04-27,2018-04-25,4,5,363 days 00:00:00.000000000,0.07713498622589532,1
